review,Label
" Excellent Doctor, tremendous staff",positive
Ok tha doctor mera saath,Neutral
Satisfied with doctor and he guide us very nicely.,positive
Treatment is continue....,Neutral
" She was nice on call and lib polite to listen
I am satisfied after talking with her",Positive
Not clean and neat,Negative
" It was quite satisfactory.,however we suffer from waiting for 40 minutes",Neutral
Online number was not there to communicate,Negative
It was not connected to dr,Negative
I Wanted my physiotherapy to be done by Dr Sana Aslam but physio was done by some one else,Negative
Very competitive doc gave full time to patient,positive
I think Doctor  was busy and in hurry that's why I am not satisfied.,negative
Im satisfied from doctor .He was very nice and experienced.,positive
The Dr even doesnt know how to diagnose.. i am not satisfied at all will never visit that dr again .. very poor,Negative
Sorry but he not understands properly to know about kids and very expensive,Negative
It was nice and easy,positive
Amazing,Positive
I am satisfied with doctor behaviours and checkup.,Positive
I got to know through oldoc that her fee is 1500. But the cashier asked for 1950. 1750 for doctor and 200 for registration fee.,Negative
Doctor sb k sath experience nahi acha rha. Jis bndy ne appointment book ki usny phle confirm nhi kia k doc available hain ya nhi. Mai Faisalabad se aya tha checkup krwany  mje 2.5 hour wait krna pra.,Negative
Staff isn't cooperative,negative
She was very kind and considerate doctor.,Positive
I've been struggling to gain weight since a few years now and nothing seemed to have worked. My friend refered Dr. Hadia and i'm so satisfied with the diet plan's results! Highly recommended!,Positive
It was good and friendly,positive
Great doctor and Satisfied with checkup,Positive
" Nice doctor, response every question satisfactory",positive
We waited for an hour but doctor is good.,Neutral
he is not ha surgeon please confirm this and change dr information in oladoc.com dr bajwa sab just a medicine recommendation,Negative
Your online appointment in hospital is not booked. Online appointment is not connected with us.,Negative
I didn't get prescription yet.,Negative
Good advice and checkup,Positive
Such a nice and humble person,Positive
" They didn't come to collect sample from home.we were waiting then we visited the chugtai Lab...
",Negative
Professional Dr aur advise MashaAllah achi daity hain,Positive
Poor and pathetic,Negative
mera visit bss ok tha.,Neutral
doctor aur staff ok rahe hmra saath,Neutral
Very good and respectful doctor,Positive
Doctor nice tha par hospital saaf nhe tha.,Neutral
" No punctuality

",Negative
Doctor was not on time. So my experience was normal,Neutral
I paid 1900 as fee but the fee mentioned was 1500,Negative
Good experience,Positive
Very detailed discussion about issues and doc gave best advice,positive
Good,Positive
Dr na mera masla aram sa nahi sunna,Negative
Not happy,Negative
Not satisfied,negative
Available facilities were not good,Negative
Clinic took Rs 100 for charge,Negative
Rafiq is average doctor,Neutral
Doctor is very good but there were no appointment considered via oladoc. we had to wait a lot for our turn which is not good,Neutral
It's really convenient.,positive
" Good experience 
",positive
Loser doctor,Negative
Best experience,positive
Doctor Sb was not available in hospital,Negative
Thank you for good consultation,Positive
Good,Positive
Satisfied,positive
Paid extra for tooth filling with general checkup. Rs3000 in total paid,Negative
Internet issue due to ashura. Net service was insufficient.  communication issue,Negative
Not good experience in my mind,Negative
Best doctor in town without a doubt,Positive
staff ne bdtameezi ki but doctor ache thay.,Neutral
One of the best doctors. Will listen to your concerns genuinely and go to ends to make sure you're comfortable with it.,Positive
extremely happy of my visit,positive
 Doctor did not connect with me.  Waited long time but not contacted.,Negative
Not sure why I got checked by this doctor,Negative
doctor jamil acha doctor ha but he was very late.,Neutral
"Wrong information. The fees needs to be updated in the app as they are charging Rs 1,500. 
",Negative
Unsatisfactory experience,Negative
" Fully satisfied with dr saad aziz, he is very cooperative and sensible to cooperate with patients..",Positive
Doctor and staff behavior was good. Overall nice experience with Dr.Azhar. He is friendly and listened to the patient carefully.,Positive
Doctor didn't explain the condition he just wrote medication,Negative
very nice experience,Positive
Dr. was so rude she did not behave like a doctor even she did not know how to talk with patient.,negative
It was my first experience on oladoc. Dr. Saima did my checkup and made a diet plan for me very well. I am satisfied with this appointment. Thanks,Positive
No  no no,Negative
" It was good experience as usual
",positive
PA of Dr.  attended us well. Patient was examined well. Clinic location was easy and environment was decent. We are satisfied with this activity..,Positive
Very helpful and useful conversation and consultation.,positive
Doctor bilal is just average doctor in gulberg,Neutral
Dr zaibish normal doctor ha. My experience was average.,Neutral
Doctor Not available at clinic....,negative
Yes im satiafied with dr rehan omar checkup,Positive
Experience was good.,positive
" Mashallah bohat achy sy humain guide kiya 
Or bohat satisfied kiya humain
",positive
She checked and directly suggest surgery without giving a one medicine. When we insist then she write some medication. What a Non-professional way to handle a patient.,Negative
" Doctor was very humble and understanding. Had a great experience. I hope my problem gets sorted now, ameen.",Positive
Baat krna ka behaviour theek nahi lga mujha,Negative
" No good check up only spoke
And otherwise treatment
Same used ",Negative
